nupdates,policy_loss,d_targ,value_loss,eplenmean,serial_timesteps,eprewmean,policy_entropy,clipfrac,explained_variance,fps,time_elapsed,approxkl,lr,total_timesteps
431,-0.00508854,0.006,0.10685,883.13,220672,1868.54818976,-0.37439,0.0809937,0.7444711029529572,4991,1353.0286552906036,0.00631047,0.0003,7061504
432,-0.00518267,0.006,0.0699151,866.29,221184,1847.31179377,-0.37773,0.0722046,0.7328512072563171,5149,1356.2109966278076,0.00561005,0.0003,7077888
433,-0.00568604,0.006,0.108483,860.21,221696,1814.87555242,-0.376009,0.0664825,0.5182397067546844,5222,1359.3487558364868,0.00533565,0.0003,7094272
434,-0.00522855,0.006,0.0930897,861.71,222208,1858.43061074,-0.377303,0.0699005,0.34914761781692505,5124,1362.546236038208,0.00556063,0.0003,7110656
435,-0.00521392,0.006,0.0877985,889.39,222720,1902.40077189,-0.386444,0.0683594,0.5925674438476562,5206,1365.693285703659,0.00550199,0.0003,7127040
436,-0.00537158,0.006,0.105629,912.76,223232,1961.552368,-0.397345,0.0721588,0.5796051919460297,5287,1368.792244195938,0.00571893,0.0003,7143424
437,-0.00609304,0.006,0.077439,897.51,223744,1940.29321557,-0.40522,0.0872803,0.7544499486684799,5260,1371.9070074558258,0.00650822,0.0003,7159808
438,-0.00520584,0.006,0.108414,867.96,224256,1880.37844705,-0.410971,0.0852356,0.2949744462966919,5247,1375.0294551849365,0.00639968,0.0003,7176192
439,-0.00561925,0.006,0.0895511,887.52,224768,1948.05361914,-0.413846,0.0785522,0.5047490000724792,5272,1378.1375002861023,0.00605102,0.0003,7192576
440,-0.00557485,0.006,0.111882,879.68,225280,1915.23954489,-0.416625,0.0731659,0.41543686389923096,5239,1381.2650265693665,0.00565365,0.0003,7208960
441,-0.00611692,0.006,0.0838814,877.06,225792,1927.92924814,-0.4195,0.0806427,0.6495678126811981,5164,1384.437555551529,0.00637376,0.0003,7225344
442,-0.00495482,0.006,0.105737,901.13,226304,1982.93800278,-0.428499,0.0619202,0.4128028154373169,5043,1387.6863400936127,0.00503203,0.0003,7241728
443,-0.00545374,0.006,0.0870798,881.95,226816,1955.98115906,-0.43746,0.0814362,0.636748731136322,5155,1390.864889383316,0.00627564,0.0003,7258112
444,-0.006555,0.006,0.110917,896.19,227328,1979.99999086,-0.44506,0.104385,0.4529920220375061,5218,1394.0048234462738,0.00771061,0.0003,7274496
445,-0.00552067,0.006,0.0854705,898.59,227840,1992.26737317,-0.45288,0.0795898,0.4387877583503723,5325,1397.0816578865051,0.0062778,0.0003,7290880
446,-0.00576595,0.006,0.115281,892.0,228352,1971.39822428,-0.456915,0.0734711,0.48760831356048584,5279,1400.1852271556854,0.00564817,0.0003,7307264
447,-0.0066773,0.006,0.103133,871.62,228864,1956.3278812,-0.460164,0.0912323,0.5771821141242981,5221,1403.3234369754791,0.00678199,0.0003,7323648
448,-0.0044573,0.006,0.0976044,871.07,229376,1932.09003069,-0.462081,0.0675049,0.6444786787033081,5265,1406.4354004859924,0.00545049,0.0003,7340032
449,-0.0053133,0.006,0.0893439,867.24,229888,1929.75153465,-0.464862,0.0774841,0.3824923038482666,5263,1409.5488259792328,0.00605252,0.0003,7356416
450,-0.00561642,0.006,0.126151,852.66,230400,1930.0546854,-0.465291,0.0716553,0.3749464750289917,5291,1412.6455330848694,0.00561709,0.0003,7372800
451,-0.00514751,0.006,0.0891475,841.63,230912,1913.881372,-0.472382,0.0710297,0.5287346243858337,5294,1415.7419476509094,0.00558014,0.0003,7389184
452,-0.00613953,0.006,0.128822,856.26,231424,1937.88831439,-0.47733,0.0822144,0.6762708723545074,5277,1418.8469679355621,0.00633293,0.0003,7405568
453,-0.00551273,0.006,0.0953156,824.68,231936,1883.7238491,-0.474587,0.0830536,0.7358419597148895,5339,1421.9156844615936,0.00631518,0.0003,7421952
454,-0.00519759,0.006,0.114792,814.16,232448,1858.46510834,-0.474356,0.0858612,0.6902971565723419,5268,1425.025732755661,0.00648258,0.0003,7438336
455,-0.00634991,0.006,0.0821509,827.35,232960,1853.0712929,-0.479728,0.0905151,0.7059444487094879,5320,1428.105268239975,0.00685531,0.0003,7454720
456,-0.00606598,0.006,0.124372,839.41,233472,1893.42773662,-0.491699,0.0881958,0.5273769497871399,5229,1431.238531589508,0.00670059,0.0003,7471104
457,-0.0061035,0.006,0.0713993,833.44,233984,1871.22810711,-0.501861,0.0982819,0.6668416559696198,5261,1434.3529284000397,0.00712292,0.0003,7487488
458,-0.00578812,0.006,0.118952,881.19,234496,1998.49913756,-0.509515,0.0854492,0.35304611921310425,5291,1437.4494318962097,0.00650101,0.0003,7503872
459,-0.00487636,0.006,0.0917208,898.68,235008,2071.01200143,-0.511376,0.072113,0.678215354681015,5259,1440.5650796890259,0.00562536,0.0003,7520256
460,-0.00702181,0.006,0.111923,903.38,235520,2103.71210618,-0.513575,0.0901031,0.6534031927585602,5315,1443.6476464271545,0.00674373,0.0003,7536640
461,-0.00631779,0.006,0.083225,912.46,236032,2116.19074575,-0.516369,0.101868,0.3441088795661926,5321,1446.7269327640533,0.00738734,0.0003,7553024
462,-0.00486155,0.006,0.123271,901.81,236544,2110.41473467,-0.517033,0.0745544,0.1444295048713684,5259,1449.8426976203918,0.00573058,0.0003,7569408
463,-0.00517114,0.006,0.0990245,903.26,237056,2112.06914549,-0.520468,0.0899353,0.3856198191642761,5274,1452.949292421341,0.00677202,0.0003,7585792
464,-0.0054646,0.006,0.109927,904.11,237568,2127.4417005,-0.522834,0.0807648,0.2999088764190674,5255,1456.0670354366302,0.00616184,0.0003,7602176
465,-0.00520987,0.006,0.11183,923.4,238080,2179.1899286,-0.523715,0.0802917,0.508976399898529,5247,1459.1897428035736,0.00616452,0.0003,7618560
466,-0.00561909,0.006,0.0946034,934.0,238592,2222.04008334,-0.523592,0.08992,0.2324572205543518,5282,1462.2918393611908,0.00673535,0.0003,7634944
467,-0.00599889,0.006,0.12473,929.22,239104,2229.35008544,-0.526169,0.0973816,0.5028985142707825,5295,1465.3862738609314,0.00709178,0.0003,7651328
468,-0.00541444,0.006,0.097927,937.15,239616,2251.08393723,-0.523764,0.076889,0.7040555477142334,5297,1468.4795117378235,0.00598675,0.0003,7667712
469,-0.00572307,0.006,0.119536,940.51,240128,2243.86858201,-0.521723,0.0829315,0.6547778844833374,5097,1471.6939325332642,0.00612722,0.0003,7684096
470,-0.00464615,0.006,0.0978866,918.13,240640,2177.15074291,-0.523627,0.0733185,0.5363561809062958,5071,1474.9250783920288,0.00579291,0.0003,7700480
471,-0.00681165,0.006,0.125901,902.93,241152,2142.75241362,-0.533988,0.0920563,0.7072734832763672,5133,1478.1186385154724,0.00691977,0.0003,7716864
472,-0.00562285,0.006,0.0978582,887.54,241664,2093.01999771,-0.550927,0.0783997,0.17877894639968872,5226,1481.2537868022919,0.00596421,0.0003,7733248
473,-0.00507765,0.006,0.151173,870.69,242176,2061.04118389,-0.560038,0.0764313,0.050987184047698975,5114,1484.4574942588806,0.0058887,0.0003,7749632
474,-0.00552619,0.006,0.080492,864.33,242688,2076.57378202,-0.561481,0.0791779,0.6461402475833893,5199,1487.6086897850037,0.00603716,0.0003,7766016
475,-0.00552092,0.006,0.153069,852.58,243200,2050.17820979,-0.563485,0.0768127,0.6089656949043274,5213,1490.7516114711761,0.00589815,0.0003,7782400
476,-0.00543322,0.006,0.0893574,837.94,243712,2007.71357603,-0.566571,0.0742035,0.797656700015068,5238,1493.8794481754303,0.00570633,0.0003,7798784
477,-0.00494348,0.006,0.143901,853.99,244224,2041.6791279,-0.571421,0.0715485,0.6971043348312378,5165,1497.0514299869537,0.00578637,0.0003,7815168
478,-0.00511684,0.006,0.0564221,861.26,244736,2023.25558563,-0.569479,0.0782776,0.8449385017156601,5243,1500.176501750946,0.00609214,0.0003,7831552
479,-0.00614542,0.006,0.132074,872.43,245248,2016.66479047,-0.572901,0.0892334,0.6831409931182861,5145,1503.3607788085938,0.00662676,0.0003,7847936
480,-0.00515241,0.006,0.0844094,887.84,245760,2080.86779341,-0.583753,0.0856476,0.5307635366916656,5152,1506.5407342910767,0.00640062,0.0003,7864320
481,-0.0054094,0.006,0.149665,905.54,246272,2131.88795162,-0.592991,0.0778351,0.5021863877773285,5040,1509.7913558483124,0.00591818,0.0003,7880704
482,-0.00530806,0.006,0.095901,897.35,246784,2140.23956,-0.599935,0.0715485,0.40388619899749756,5030,1513.0485389232635,0.00578978,0.0003,7897088
483,-0.00482127,0.006,0.114979,914.56,247296,2175.98150661,-0.607329,0.0727234,0.571428120136261,5203,1516.197649717331,0.00573623,0.0003,7913472
484,-0.0058387,0.006,0.14258,883.39,247808,2174.02886782,-0.614566,0.0665283,0.27837681770324707,5254,1519.3160643577576,0.00541198,0.0003,7929856
485,-0.00518484,0.006,0.0969771,873.01,248320,2179.62776276,-0.626554,0.0802917,0.7533340454101562,5231,1522.4483878612518,0.00612117,0.0003,7946240
486,-0.00536397,0.006,0.135092,877.14,248832,2163.39993423,-0.632082,0.0939178,0.7107280492782593,5263,1525.5614881515503,0.00682409,0.0003,7962624
487,-0.00514528,0.006,0.106597,872.53,249344,2153.21649081,-0.634924,0.0776672,0.7224965393543243,5277,1528.6662323474884,0.00605253,0.0003,7979008
488,-0.00553145,0.006,0.120256,853.49,249856,2090.22123872,-0.637559,0.0812531,0.5857386887073517,5066,1531.9007034301758,0.00628532,0.0003,7995392
489,-0.00447707,0.003,0.0971718,885.03,250368,2182.69316792,-0.639407,0.0407562,0.6592615246772766,5128,1535.095798254013,0.00357045,0.00015,8011776
490,-0.00410698,0.003,0.132316,888.06,250880,2159.36199494,-0.640775,0.0366058,0.6561489999294281,5179,1538.2597165107727,0.00354306,0.00015,8028160
491,-0.00351059,0.003,0.124427,877.82,251392,2140.05115222,-0.643425,0.0407867,0.5929099917411804,5289,1541.357804775238,0.0037604,0.00015,8044544
492,-0.00362047,0.003,0.132744,865.88,251904,2122.99143333,-0.64573,0.0306854,0.585205614566803,5295,1544.4519555568695,0.00311394,0.00015,8060928
493,-0.0033979,0.003,0.107973,873.57,252416,2152.59622013,-0.647729,0.0234375,0.6707448363304138,5298,1547.5443801879883,0.00261354,0.00015,8077312
494,-0.00402696,0.003,0.145634,851.22,252928,2108.47488874,-0.65283,0.0391998,0.4987151026725769,5245,1550.6681094169617,0.00360561,0.00015,8093696
495,-0.00385197,0.003,0.119374,841.5,253440,2094.85165081,-0.657426,0.0375214,0.6404193937778473,5317,1553.7494695186615,0.00345228,0.00015,8110080
496,-0.00356298,0.003,0.129638,860.55,253952,2173.1478038,-0.661558,0.038147,0.33947765827178955,5188,1556.907345533371,0.00353802,0.00015,8126464
497,-0.00393531,0.003,0.110123,878.93,254464,2241.59022829,-0.664606,0.0311279,0.6732658743858337,5277,1560.0121619701385,0.00298293,0.00015,8142848
498,-0.00453611,0.003,0.124636,900.78,254976,2278.96595267,-0.666041,0.0493011,0.42285770177841187,5345,1563.0777509212494,0.00420977,0.00015,8159232
499,-0.00372783,0.003,0.112747,897.21,255488,2271.92903157,-0.66606,0.0257568,0.7325376570224762,5297,1566.1708552837372,0.00272878,0.00015,8175616
500,-0.00416641,0.003,0.11166,920.52,256000,2299.68459337,-0.66854,0.0426636,0.7328723967075348,5262,1569.2848629951477,0.00382143,0.00015,8192000
501,-0.00369858,0.003,0.101389,940.17,256512,2347.49287541,-0.672967,0.0301056,0.7079900503158569,5309,1572.3729887008667,0.00300988,0.00015,8208384
502,-0.00363349,0.003,0.137834,949.1,257024,2360.35240756,-0.676052,0.0261993,0.6378329396247864,5296,1575.4668848514557,0.00276394,0.00015,8224768
503,-0.00457295,0.003,0.11779,939.46,257536,2321.21724202,-0.67857,0.0358124,0.676039308309555,5307,1578.5545151233673,0.00338615,0.00015,8241152
504,-0.00427268,0.003,0.110206,938.03,258048,2334.35444603,-0.681276,0.0316772,0.2525647282600403,5346,1581.6193540096283,0.00302007,0.00015,8257536
505,-0.0032632,0.003,0.124594,957.29,258560,2388.81487679,-0.683593,0.0351562,0.4868117570877075,5342,1584.6861872673035,0.00321471,0.00015,8273920
506,-0.00371587,0.003,0.123966,953.76,259072,2434.23939703,-0.685027,0.0232239,0.6317194998264313,5299,1587.7782974243164,0.00260691,0.00015,8290304
507,-0.00407696,0.003,0.12693,933.9,259584,2355.28247327,-0.687861,0.0367737,0.7350999116897583,5252,1590.8977601528168,0.00342714,0.00015,8306688
508,-0.00423178,0.003,0.14569,917.13,260096,2317.77241316,-0.692724,0.0373535,0.7336216568946838,5201,1594.0480599403381,0.00342301,0.00015,8323072
509,-0.00333152,0.003,0.10417,913.87,260608,2333.34377269,-0.697921,0.0275116,0.8106387555599213,5222,1597.1855199337006,0.00282615,0.00015,8339456
510,-0.00388477,0.003,0.122651,910.06,261120,2291.77720074,-0.700668,0.0448303,0.6137907803058624,5266,1600.2970352172852,0.00390617,0.00015,8355840
511,-0.00384972,0.003,0.132008,903.05,261632,2273.1585785,-0.701516,0.0378571,0.652984619140625,5179,1603.460740327835,0.00368859,0.00015,8372224
512,-0.00383746,0.003,0.113946,900.56,262144,2264.20926083,-0.702365,0.038269,0.563036173582077,5320,1606.540538072586,0.0035304,0.00015,8388608
513,-0.00433386,0.003,0.127317,914.1,262656,2297.26681331,-0.701719,0.0389709,0.5763362944126129,5254,1609.6590557098389,0.00355976,0.00015,8404992
514,-0.00476148,0.003,0.124146,921.45,263168,2340.90865055,-0.70432,0.0405579,0.6044742465019226,5228,1612.7932534217834,0.00360467,0.00015,8421376
515,-0.00376648,0.003,0.120155,931.82,263680,2389.6983208,-0.707807,0.0490875,0.6190426051616669,5268,1615.9035968780518,0.00426692,0.00015,8437760
516,-0.00421622,0.003,0.14511,910.28,264192,2344.92808493,-0.708891,0.0410767,0.17873060703277588,5140,1619.0911378860474,0.00365934,0.00015,8454144
517,-0.00391104,0.003,0.131357,887.33,264704,2319.95823989,-0.709963,0.0581818,0.5100867748260498,5144,1622.276262998581,0.00454345,0.00015,8470528
518,-0.00247563,0.003,0.104484,889.56,265216,2323.04191475,-0.710483,0.00341797,0.5864965319633484,5268,1625.3862340450287,0.00105227,7.5e-05,8486912
519,-0.00392122,0.003,0.148182,880.94,265728,2304.57578083,-0.713268,0.0557404,0.49450671672821045,5239,1628.5135459899902,0.00461125,0.00015,8503296
520,-0.00258481,0.003,0.105595,877.77,266240,2301.92400961,-0.715702,0.00587463,0.7124188840389252,5214,1631.655737400055,0.00122715,7.5e-05,8519680
521,-0.00367088,0.003,0.155444,869.87,266752,2281.763705,-0.717792,0.0628662,0.425687313079834,5227,1634.7901728153229,0.00503397,0.00015,8536064
522,-0.00286493,0.003,0.127117,861.77,267264,2264.68483738,-0.720981,0.0119476,0.2801489233970642,5310,1637.8757629394531,0.00179509,7.5e-05,8552448
523,-0.00413499,0.003,0.165246,841.87,267776,2234.45652226,-0.725564,0.0492554,0.38296836614608765,5280,1640.9789776802063,0.00419096,0.00015,8568832
524,-0.0039928,0.003,0.0764558,839.48,268288,2232.00275183,-0.731284,0.0485992,0.05135864019393921,5266,1644.090080499649,0.00405675,0.00015,8585216
525,-0.00376595,0.003,0.183603,853.49,268800,2299.44617298,-0.736948,0.0310364,0.1355089545249939,5286,1647.1898410320282,0.00308173,0.00015,8601600
526,-0.00442394,0.003,0.113545,847.48,269312,2310.43280227,-0.740147,0.0496521,0.581349641084671,5157,1650.3669447898865,0.00415199,0.00015,8617984
527,-0.00390105,0.003,0.148856,855.18,269824,2342.31309112,-0.741457,0.042038,0.5725699961185455,5186,1653.526445865631,0.00379235,0.00015,8634368
528,-0.00366117,0.003,0.126199,854.79,270336,2316.78724942,-0.744597,0.0443573,0.4050382971763611,5289,1656.6241705417633,0.00389641,0.00015,8650752
529,-0.00388252,0.003,0.125697,877.59,270848,2384.91301044,-0.746603,0.0401917,0.5582249164581299,5199,1659.7758071422577,0.00369235,0.00015,8667136
530,-0.00376261,0.003,0.164371,856.09,271360,2328.67784137,-0.74899,0.0281677,0.29522228240966797,5262,1662.889374256134,0.00298945,0.00015,8683520
531,-0.0042674,0.003,0.109836,854.25,271872,2317.26129466,-0.750937,0.0473938,0.4871212840080261,5247,1666.0117971897125,0.0039707,0.00015,8699904
532,-0.00379449,0.003,0.156548,858.85,272384,2336.73686969,-0.756245,0.0380707,0.17176902294158936,5202,1669.1616835594177,0.00347641,0.00015,8716288
533,-0.0039861,0.003,0.113525,869.74,272896,2372.42756583,-0.759859,0.0424805,0.2977703809738159,4993,1672.443284034729,0.00382176,0.00015,8732672
534,-0.00358663,0.003,0.122881,882.3,273408,2396.15510089,-0.762819,0.0475769,0.4620499014854431,5037,1675.6958587169647,0.00403818,0.00015,8749056
535,-0.00448573,0.003,0.138237,878.94,273920,2387.38539165,-0.764814,0.0367889,0.05949997901916504,5154,1678.8748455047607,0.00333868,0.00015,8765440
536,-0.00361862,0.003,0.142263,894.89,274432,2418.5315517,-0.769322,0.0289612,0.06872677803039551,5226,1682.0100996494293,0.00294929,0.00015,8781824
537,-0.00422669,0.003,0.120875,910.4,274944,2468.77686138,-0.774063,0.0430298,0.5492721199989319,5129,1685.204617023468,0.00388535,0.00015,8798208
538,-0.00323174,0.003,0.134717,922.86,275456,2487.01311963,-0.776551,0.0278015,0.5791843235492706,5162,1688.378877878189,0.0029178,0.00015,8814592
539,-0.00344429,0.003,0.133005,902.54,275968,2440.33861891,-0.779845,0.027832,0.2365080714225769,5239,1691.5064091682434,0.00281949,0.00015,8830976
540,-0.00378383,0.003,0.134176,906.82,276480,2458.05720705,-0.783425,0.0310669,0.6320932805538177,5320,1694.5860249996185,0.00302707,0.00015,8847360
541,-0.00370069,0.003,0.130783,891.35,276992,2414.0330747,-0.784452,0.0334778,0.629805862903595,5373,1697.6354455947876,0.0031545,0.00015,8863744
542,-0.00429803,0.003,0.135415,902.42,277504,2441.10954923,-0.786356,0.0396576,0.13329929113388062,5308,1700.7223024368286,0.00361813,0.00015,8880128
543,-0.00401993,0.003,0.139133,905.6,278016,2474.61165227,-0.790531,0.0461273,0.06524026393890381,5302,1703.8125369548798,0.00407921,0.00015,8896512
544,-0.00368364,0.003,0.138427,901.27,278528,2479.41899116,-0.793066,0.0340729,0.049645960330963135,5282,1706.9146556854248,0.00331372,0.00015,8912896
545,-0.00415646,0.003,0.13883,912.22,279040,2514.9705439,-0.790383,0.0462189,0.07947444915771484,5313,1709.9983432292938,0.00404841,0.00015,8929280
546,-0.00436146,0.003,0.139878,917.72,279552,2541.90557091,-0.788348,0.0391693,0.6572157144546509,5270,1713.1071150302887,0.00357813,0.00015,8945664
547,-0.00367251,0.003,0.10228,931.0,280064,2568.69637936,-0.789178,0.0379639,0.766432136297226,5270,1716.2158160209656,0.00346697,0.00015,8962048
548,-0.00418136,0.003,0.145548,927.44,280576,2531.95445551,-0.793583,0.0519409,0.6161229014396667,5291,1719.312313079834,0.00433993,0.00015,8978432
549,-0.00390628,0.003,0.109822,929.81,281088,2540.62900645,-0.799016,0.0425262,0.7509161829948425,5321,1722.3912229537964,0.00381764,0.00015,8994816
550,-0.00391747,0.003,0.143369,933.8,281600,2513.59862138,-0.803491,0.0407867,0.7177567481994629,5239,1725.5186400413513,0.00372521,0.00015,9011200
551,-0.00378552,0.003,0.121955,936.76,282112,2524.43233885,-0.806863,0.0335388,0.6904123723506927,5312,1728.6049530506134,0.00328591,0.00015,9027584
552,-0.00410547,0.003,0.148794,930.38,282624,2475.74754102,-0.811027,0.0361328,0.52516308426857,5211,1731.7493543624878,0.00341242,0.00015,9043968
553,-0.00307726,0.003,0.135765,915.45,283136,2499.14382596,-0.814334,0.018219,0.37773317098617554,5300,1734.8405406475067,0.00239957,0.00015,9060352
554,-0.00432393,0.003,0.14297,919.66,283648,2524.89113973,-0.815638,0.0461884,0.4902498722076416,5301,1737.9314613342285,0.00398815,0.00015,9076736
555,-0.00437502,0.003,0.155986,890.42,284160,2477.34470694,-0.816886,0.0577698,0.5687867701053619,5287,1741.0305724143982,0.00461817,0.00015,9093120
556,-0.00237022,0.003,0.124247,879.49,284672,2427.64698006,-0.819392,0.00857544,0.5665877461433411,5239,1744.15771317482,0.00155342,7.5e-05,9109504
557,-0.00287788,0.003,0.144772,885.79,285184,2464.91655019,-0.821526,0.0278778,0.3725370764732361,5283,1747.259060382843,0.00303339,0.00015,9125888
558,-0.00362105,0.003,0.124541,886.41,285696,2463.43515697,-0.824211,0.0451355,0.09537184238433838,5347,1750.323279619217,0.00392097,0.00015,9142272
559,-0.00446595,0.003,0.153123,880.13,286208,2445.66608146,-0.828634,0.0448456,0.043105483055114746,5242,1753.448658466339,0.00392901,0.00015,9158656
560,-0.00355324,0.003,0.126957,872.55,286720,2454.93596441,-0.833267,0.0367737,0.6927584707736969,5316,1756.5309219360352,0.00352651,0.00015,9175040
561,-0.00339554,0.003,0.129554,901.18,287232,2465.90165463,-0.836805,0.028656,0.7761636823415756,5276,1759.636640548706,0.00299288,0.00015,9191424
562,-0.00381342,0.003,0.0993921,918.49,287744,2525.36426027,-0.841938,0.0298615,0.7951889932155609,5246,1762.7599260807037,0.00297007,0.00015,9207808
563,-0.00381782,0.003,0.142879,930.46,288256,2531.27094077,-0.845107,0.0358734,0.539541482925415,5313,1765.8438620567322,0.00336294,0.00015,9224192
564,-0.00327267,0.003,0.107475,948.34,288768,2587.28131372,-0.84606,0.0308838,0.48692506551742554,5267,1768.9544911384583,0.00302508,0.00015,9240576
565,-0.00385457,0.003,0.171886,939.26,289280,2553.1302546,-0.849565,0.0365295,0.46454840898513794,5230,1772.0875430107117,0.00355194,0.00015,9256960
566,-0.004226,0.003,0.112402,943.85,289792,2544.37799648,-0.856581,0.0566559,0.24487531185150146,5189,1775.2449774742126,0.00470455,0.00015,9273344
567,-0.00287134,0.003,0.175597,916.64,290304,2538.01469446,-0.861686,0.013031,0.47244900465011597,5291,1778.3415758609772,0.0018058,7.5e-05,9289728
568,-0.00290998,0.003,0.122506,891.42,290816,2503.0076971,-0.865282,0.0533142,0.7400617301464081,5314,1781.4248197078705,0.00448022,0.00015,9306112
569,-0.00331761,0.003,0.148324,885.75,291328,2443.62251725,-0.86838,0.0327911,0.755428746342659,5288,1784.5232226848602,0.00322578,0.00015,9322496
570,-0.00450731,0.003,0.103342,872.01,291840,2363.34110779,-0.872829,0.0379028,0.8216196000576019,5272,1787.6310150623322,0.00351082,0.00015,9338880
571,-0.00361715,0.003,0.15843,866.56,292352,2350.30555586,-0.877138,0.0351562,0.5907167196273804,5152,1790.811339378357,0.00330866,0.00015,9355264
572,-0.00474564,0.003,0.150911,860.94,292864,2332.14387224,-0.880764,0.050827,0.6530895233154297,5110,1794.0177962779999,0.00420288,0.00015,9371648
573,-0.00354035,0.003,0.10566,871.85,293376,2333.64248697,-0.883632,0.0366669,0.7588943094015121,5177,1797.1828978061676,0.00340991,0.00015,9388032
574,-0.00382938,0.003,0.172772,883.25,293888,2405.02065704,-0.886335,0.0358887,0.6271741390228271,5282,1800.2848253250122,0.00347869,0.00015,9404416
575,-0.0048273,0.003,0.0914837,882.27,294400,2412.55817004,-0.88834,0.0531006,0.7464294731616974,5284,1803.3856625556946,0.00429911,0.00015,9420800
576,-0.00370248,0.003,0.150509,910.57,294912,2497.78130161,-0.888467,0.0426331,0.61233851313591,5274,1806.4920377731323,0.00401465,0.00015,9437184
577,-0.00382622,0.003,0.106502,916.79,295424,2549.70995754,-0.889564,0.0457458,0.6065412759780884,5282,1809.594205379486,0.00408366,0.00015,9453568
578,-0.00378358,0.003,0.148391,950.58,295936,2616.22069293,-0.892395,0.0348511,0.6093730926513672,5283,1812.695585012436,0.00328683,0.00015,9469952
579,-0.00389608,0.003,0.123815,946.48,296448,2632.76731283,-0.894841,0.0402985,0.5687205493450165,5300,1815.7872242927551,0.00362629,0.00015,9486336
580,-0.00361201,0.003,0.168967,942.19,296960,2611.00271492,-0.898122,0.0451508,0.2461870312690735,5244,1818.9113569259644,0.0039363,0.00015,9502720
581,-0.00358662,0.003,0.111799,934.64,297472,2624.79888463,-0.899855,0.0485382,0.04580134153366089,5262,1822.0252394676208,0.00412137,0.00015,9519104
582,-0.00492436,0.003,0.180782,925.06,297984,2614.50587612,-0.900902,0.0424805,0.3945833444595337,5246,1825.1483063697815,0.00368861,0.00015,9535488
583,-0.00389146,0.003,0.104176,904.42,298496,2572.47230422,-0.902793,0.0480652,0.6088414192199707,5309,1828.2342960834503,0.00406694,0.00015,9551872
584,-0.00428736,0.003,0.19277,885.47,299008,2523.99531008,-0.9064,0.0434265,0.215029776096344,5249,1831.3556108474731,0.00381026,0.00015,9568256
585,-0.00380644,0.003,0.121879,857.2,299520,2467.97540345,-0.911337,0.0413513,0.6946909129619598,5214,1834.4981133937836,0.00377668,0.00015,9584640
586,-0.00378876,0.003,0.172784,861.86,300032,2472.06516639,-0.915035,0.0438385,0.6035073697566986,5346,1837.5630278587341,0.00386869,0.00015,9601024
587,-0.0033018,0.003,0.139686,836.63,300544,2387.80674315,-0.917425,0.0350189,0.6504060626029968,5243,1840.6879830360413,0.00347276,0.00015,9617408
588,-0.00433059,0.003,0.150405,840.03,301056,2410.24928932,-0.918701,0.0556946,0.66796013712883,5298,1843.7824273109436,0.00471346,0.00015,9633792
589,-0.00204864,0.003,0.13627,832.98,301568,2359.78556663,-0.920677,0.0043335,0.4828028082847595,5295,1846.8765187263489,0.00114107,7.5e-05,9650176
590,-0.00355857,0.003,0.167944,847.64,302080,2408.33166045,-0.92641,0.0371246,0.3358423113822937,5239,1850.0040035247803,0.00360776,0.00015,9666560
591,-0.0039666,0.003,0.109698,841.55,302592,2383.56793608,-0.932313,0.0579681,0.36595481634140015,5261,1853.1181495189667,0.00471635,0.00015,9682944
592,-0.0022602,0.003,0.176106,876.18,303104,2525.96235017,-0.93561,0.00979614,0.24479007720947266,5336,1856.1889343261719,0.00155701,7.5e-05,9699328
593,-0.00322214,0.003,0.135767,873.64,303616,2527.92060669,-0.939044,0.0505066,0.5952330827713013,5286,1859.2887616157532,0.00432971,0.00015,9715712
594,-0.00408128,0.003,0.158309,878.64,304128,2573.72558866,-0.94471,0.0454254,0.35590165853500366,5273,1862.3958196640015,0.00399545,0.00015,9732096
595,-0.00438149,0.003,0.130328,854.16,304640,2489.18348142,-0.948494,0.0570221,0.2982789874076843,5299,1865.4880192279816,0.00467143,0.00015,9748480
596,-0.00294934,0.003,0.154187,860.79,305152,2498.43196049,-0.950351,0.0093689,0.6146380007266998,5356,1868.5472428798676,0.00155289,7.5e-05,9764864
597,-0.00314127,0.003,0.132653,874.61,305664,2546.11963492,-0.950336,0.0475464,0.5464264452457428,5282,1871.649130821228,0.00424571,0.00015,9781248
598,-0.00413194,0.003,0.158856,842.44,306176,2414.26465019,-0.949766,0.0486755,0.6506167650222778,5266,1874.7607610225677,0.00416599,0.00015,9797632
599,-0.00383426,0.003,0.145477,828.94,306688,2363.2374883,-0.951768,0.0418549,0.6726065278053284,5278,1877.8651292324066,0.00367745,0.00015,9814016
600,-0.00409554,0.003,0.150444,854.76,307200,2416.59159407,-0.95147,0.0392456,0.49610644578933716,5238,1880.993281364441,0.00365216,0.00015,9830400
601,-0.00406404,0.003,0.109527,872.38,307712,2465.54765019,-0.952816,0.0455627,0.36301571130752563,5221,1884.1334738731384,0.00397647,0.00015,9846784
602,-0.00407185,0.003,0.16959,877.15,308224,2503.29256117,-0.95386,0.0361023,0.13891494274139404,5280,1887.2367236614227,0.00328131,0.00015,9863168
603,-0.00312477,0.003,0.103354,887.87,308736,2550.94474026,-0.955527,0.0397644,0.19843947887420654,5242,1890.3626062870026,0.00354557,0.00015,9879552
604,-0.00404652,0.003,0.176774,929.57,309248,2698.35731833,-0.959956,0.0362701,0.6091098785400391,5256,1893.4800214767456,0.00333448,0.00015,9895936
